TaskID	 arg_wts	 train_split	 train_round	 total_timesteps_each_trace	 gradient_steps	 learning_rate	 thre_for_fix_a	                if_single_env	 assigned_patient_id	 total_used_num	 if_start_state_restrict	 start_state_id	             if_meal_restrict	 arg_total_r_thre	 arg_generate_train_trace_num	 total_test_trace_num	 arg_min_cgm	 log_interval	 arg_total_trial_num	 arg_reward_weight	 arg_test_param	 arg_exp_type	 arg_ppo_train_time	 arg_use_exist_trace	 arg_exist_trace_id	 exp_id
41	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	6	6	
42	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	6	7	
43	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	7	1	
44	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	7	2	
45	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	7	3	
46	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	7	4	
47	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	7	5	
48	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	7	6	
49	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	7	7	
50	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	8	1	
51	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	8	2	
52	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	8	3	
53	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	8	4	
54	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	8	5	
55	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	8	6	
56	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	8	7	
57	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	9	1	
58	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	9	2	
59	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	9	3	
60	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	9	4	
61	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	9	5	
62	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	9	6	
63	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	9	7	
64	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	10	1	
65	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	10	2	
66	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	10	3	
67	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	10	4	
68	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	10	5	
69	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	10	6	
70	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	10	7	
71	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	11	1	
72	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	11	2	
73	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	11	3	
74	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	11	4	
75	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	11	5	
76	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	11	6	
77	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	11	7	
78	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	12	1	
79	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	12	2	
80	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	12	3	
81	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	12	4	
82	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	12	5	
83	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	12	6	
84	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	12	7	
85	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	13	1	
86	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	13	2	
87	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	13	3	
88	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	13	4	
89	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	13	5	
90	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	13	6	
91	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	13	7	
92	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	14	1	
93	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	14	2	
94	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	14	3	
95	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	14	4	
96	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	14	5	
97	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	14	6	
98	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	14	7	
99	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	15	1	
100	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	15	2	
101	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	15	3	
102	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	15	4	
103	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	15	5	
104	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	15	6	
105	100	0.5	2100	1	50	1e-05	-1.0	                            1	7	36	0	0	                0	20.0	1	10	65.0	5	1	-1.0	                20	1	1	1	15	7	
